State,Utility,Sample ID,Analyte,Value (PPT)
CA,CWS - BAKERSFIELD,AGJ2402-03,PFPeA,5.5
CA,CWS - BAKERSFIELD,AGJ2680-02,Total PFAS,4.5
CA,CWS - BAKERSFIELD,AGJ2680-02,PFOS,4.5
CA,CWS - BAKERSFIELD,AGJ3666-02,Total PFAS,37.1
CA,CWS - BAKERSFIELD,AGJ3666-02,PFOS,11.0
CA,CWS - BAKERSFIELD,AGJ3666-02,PFOA,9.1
CA,CWS - BAKERSFIELD,AGJ3666-02,PFPeA,5.4
CA,CWS - BAKERSFIELD,AGJ3666-02,PFHxS,4.6
CA,CWS - BAKERSFIELD,AGJ3666-02,PFHxA,3.5
CA,CWS - BAKERSFIELD,AGJ3666-02,PFHpA,3.5
CA,CWS - BAKERSFIELD,AGK1251-03,Total PFAS,14.5
CA,CWS - BAKERSFIELD,AGK1251-03,PFBS,6.6
CA,CWS - BAKERSFIELD,AGK1251-03,PFHxA,4.6
CA,CWS - BAKERSFIELD,AGK1251-03,PFPeA,3.3
CA,CWS - BAKERSFIELD,AGL1955-02,Total PFAS,16.1
CA,CWS - BAKERSFIELD,AGL1955-02,PFOS,11.0
CA,CWS - BAKERSFIELD,AGL1955-02,PFHxS,5.1
CA,CWS - BAKERSFIELD,AGL1956-02,Total PFAS,5.2
CA,CWS - BAKERSFIELD,AGL1956-02,PFOS,5.2
CA,CWS - BAKERSFIELD,AHA2292-02,Total PFAS,7.8
CA,CWS - BAKERSFIELD,AHA2292-02,PFOS,4.1
CA,CWS - BAKERSFIELD,AHA2292-02,PFHxS,3.7
CA,CWS - BAKERSFIELD,AHA3416-02,Total PFAS,7.7
CA,CWS - BAKERSFIELD,AHA3416-02,PFOS,4.6
CA,CWS - BAKERSFIELD,AHA3416-02,PFHxS,3.1
CA,CWS - BAKERSFIELD,AHB1580-02,Total PFAS,12.3
CA,CWS - BAKERSFIELD,AHB1580-02,PFHxS,5.2
CA,CWS - BAKERSFIELD,AHB1580-02,PFOS,4.0
CA,CWS - BAKERSFIELD,AHB1580-02,PFPeA,3.1
CA,CWS - BAKERSFIELD,AHC1083-02,Total PFAS,20.0
CA,CWS - BAKERSFIELD,AHC1083-02,PFOS,14.0
CA,CWS - BAKERSFIELD,AHC1083-02,PFHxS,6.0
CA,CWS - BAKERSFIELD,AHC1085-02,Total PFAS,5.2
CA,CWS - BAKERSFIELD,AHC1085-02,PFOS,5.2
CA,CWS - BAKERSFIELD,AHC2791-02,Total PFAS,4.6
CA,CWS - BAKERSFIELD,AHC2791-02,PFOS,4.6
CA,CWS - BAKERSFIELD,AHD1947-03,Total PFAS,5.2
CA,CWS - BAKERSFIELD,AHD1947-03,PFPeA,5.2
CA,CWS - BAKERSFIELD,AHD2928-02,Total PFAS,4.7
CA,CWS - BAKERSFIELD,AHD2928-02,PFOS,4.7
CA,CWS - BAKERSFIELD,AHE1649-03,Total PFAS,6.1
CA,CWS - BAKERSFIELD,AHE1649-03,PFBS,3.1
CA,CWS - BAKERSFIELD,AHE1649-03,PFPeA,3.0
CA,CWS - BAKERSFIELD,AHE3492-03,Total PFAS,3.0
CA,CWS - BAKERSFIELD,AHE3492-03,PFPeA,3.0
CA,CWS - BAKERSFIELD,AHF1778-03,Total PFAS,16.1
CA,CWS - BAKERSFIELD,AHF1778-03,PFOS,11.0
CA,CWS - BAKERSFIELD,AHF1778-03,PFHxS,5.1
CA,CWS - BAKERSFIELD,AHG1873-03,Total PFAS,10.4
CA,CWS - BAKERSFIELD,AHG1873-03,PFOS,7.3
CA,CWS - BAKERSFIELD,AHG1873-03,PFPeA,3.1
CA,CWS - VISALIA,AHC1566-02,Total PFAS,24.0
CA,CWS - VISALIA,AHC1566-02,PFOS,6.9
CA,CWS - VISALIA,AHC1566-02,PFPeA,5.2
CA,CWS - VISALIA,AHC1566-02,PFBS,4.3
CA,CWS - VISALIA,AHC1566-02,PFOA,4.2
CA,CWS - VISALIA,AHC1566-02,PFHxA,3.4
CA,CWS - VISALIA,AHE1979-02,Total PFAS,6.9
CA,CWS - VISALIA,AHE1979-02,PFOS,6.9
CA,CWS - VISALIA,AHF2548-03,Total PFAS,57.2
CA,CWS - VISALIA,AHF2548-03,PFPeA,34.0
CA,CWS - VISALIA,AHF2548-03,PFBA,20.0
CA,CWS - VISALIA,AHF2548-03,PFHxA,3.2
CA,CWS - VISALIA,AHI3336-02,Total PFAS,4.5
CA,CWS - VISALIA,AHI3336-02,PFOS,4.5
CA,CWS - VISALIA,AHJ2673-02,Total PFAS,4.2
CA,CWS - VISALIA,AHJ2673-02,PFOS,4.2
CA,C4A1396-01,AHJ2673-02,PFHxS,3.5
CA,C4D1854-01,AHJ2673-02,PFHxS,3.1
CA,EAST BAY MUD,AGH2769-01,Total PFAS,5.2
CA,EAST BAY MUD,AGH2769-01,PFBA,5.2
CA,EAST BAY MUD,AGJ3779-01,Total PFAS,5.1
CA,EAST BAY MUD,AGJ3779-01,PFBA,5.1
CA,EAST VALLEY WATER DISTRICT,RHJ0072-09,Total PFAS,8.9
CA,EAST VALLEY WATER DISTRICT,RHJ0072-09,PFBS,4.8
CA,EAST VALLEY WATER DISTRICT,RHJ0072-09,PFOS,4.1
CA,EAST VALLEY WATER DISTRICT,RHJ0156-05,Total PFAS,45.8
CA,EAST VALLEY WATER DISTRICT,RHJ0156-05,PFOS,12.0
CA,EAST VALLEY WATER DISTRICT,RHJ0156-05,PFBS,8.9
CA,EAST VALLEY WATER DISTRICT,RHJ0156-05,PFOA,8.4
CA,EAST VALLEY WATER DISTRICT,RHJ0156-05,PFHxA,4.7
CA,EAST VALLEY WATER DISTRICT,RHJ0156-05,PFPeA,4.7
CA,EAST VALLEY WATER DISTRICT,RHJ0156-05,PFHxS,4.0
CA,EAST VALLEY WATER DISTRICT,RHJ0156-05,PFHpA,3.1
CA,EL DORADO ID - MAIN,SGB0230-01,Total PFAS,3.2
CA,EL DORADO ID - MAIN,SGB0230-01,PFPeA,3.2
CA,4C20013-01,SGB0230-01,PFOS,4.4
CA,4C20013-01,SGB0230-01,PFHxS,3.2
CA,C3D3614-01,SGB0230-01,PFBA,5.8
CA,C3D3614-03,SGB0230-01,PFBA,5.5
CA,C3D3614-07,SGB0230-01,PFBA,6.7
CA,ELK GROVE WATER SERVICE,SHB0088-01,Total PFAS,8.4
CA,ELK GROVE WATER SERVICE,SHB0088-01,PFPeA,4.6
CA,ELK GROVE WATER SERVICE,SHB0088-01,PFHxS,3.8
CA,C3E2624-01,SHB0088-01,PFBA,7.0
CA,C3E2624-05,SHB0088-01,PFBA,5.0
CA,FARM MUTUAL W.C. (THE),101711R,Total PFAS,9.4
CA,FARM MUTUAL W.C. (THE),101711R,PFHxS,5.1
CA,FARM MUTUAL W.C. (THE),101711R,PFOS,4.3
CA,FARM MUTUAL W.C. (THE),102851P,Total PFAS,15.3
CA,FARM MUTUAL W.C. (THE),102851P,PFHxS,5.1
CA,FARM MUTUAL W.C. (THE),102851P,PFOA,4.2
CA,FARM MUTUAL W.C. (THE),102851P,PFPeA,3.0
CA,FARM MUTUAL W.C. (THE),102851P,PFHxA,3.0
CA,FLORIN COUNTY WATER DISTRICT,113783P,Total PFAS,12.0
CA,FLORIN COUNTY WATER DISTRICT,113783P,PFHxA,4.9
CA,FLORIN COUNTY WATER DISTRICT,113783P,PFHpA,3.9
CA,FLORIN COUNTY WATER DISTRICT,113783P,PFPeA,3.2
CA,FLORIN COUNTY WATER DISTRICT,113785P,Total PFAS,37.0
CA,FLORIN COUNTY WATER DISTRICT,113785P,PFOA,9.4
CA,FLORIN COUNTY WATER DISTRICT,113785P,PFHxA,7.8
CA,FLORIN COUNTY WATER DISTRICT,113785P,PFHpA,7.7
CA,FLORIN COUNTY WATER DISTRICT,113785P,PFOS,6.6
CA,FLORIN COUNTY WATER DISTRICT,113785P,PFPeA,5.5
CA,FLORIN COUNTY WATER DISTRICT,113798P,Total PFAS,7.9
CA,FLORIN COUNTY WATER DISTRICT,113798P,PFOA,4.1
CA,FLORIN COUNTY WATER DISTRICT,113798P,PFHpA,3.8
CA,FLORIN COUNTY WATER DISTRICT,113799P,Total PFAS,25.8
CA,FLORIN COUNTY WATER DISTRICT,113799P,PFHpA,8.6
CA,FLORIN COUNTY WATER DISTRICT,113799P,PFOA,6.6
CA,FLORIN COUNTY WATER DISTRICT,113799P,PFHxA,6.1
CA,FLORIN COUNTY WATER DISTRICT,113799P,PFPeA,4.5
CA,FLORIN COUNTY WATER DISTRICT,118031P,Total PFAS,9.8
CA,FLORIN COUNTY WATER DISTRICT,118031P,PFOS,5.5
CA,FLORIN COUNTY WATER DISTRICT,118031P,PFOA,4.3
CA,FLORIN COUNTY WATER DISTRICT,119431P,Total PFAS,43.6
CA,FLORIN COUNTY WATER DISTRICT,119431P,PFOA,11.8
CA,FLORIN COUNTY WATER DISTRICT,119431P,PFHpA,9.9
CA,FLORIN COUNTY WATER DISTRICT,119431P,PFHxA,9.2
CA,FLORIN COUNTY WATER DISTRICT,119431P,PFPeA,6.7
CA,FLORIN COUNTY WATER DISTRICT,119431P,PFOS,6.0
CA,FLORIN COUNTY WATER DISTRICT,119432P,Total PFAS,13.0
CA,FLORIN COUNTY WATER DISTRICT,119432P,PFHxS,5.5
CA,FLORIN COUNTY WATER DISTRICT,119432P,PFHpA,3.9
CA,FLORIN COUNTY WATER DISTRICT,119432P,PFHxA,3.6
CA,FLORIN COUNTY WATER DISTRICT,119434P,Total PFAS,8.3
CA,FLORIN COUNTY WATER DISTRICT,119434P,PFOA,4.3
CA,FLORIN COUNTY WATER DISTRICT,119434P,PFHpA,4.0
CA,FLORIN COUNTY WATER DISTRICT,119435P,Total PFAS,22.1
CA,FLORIN COUNTY WATER DISTRICT,119435P,PFHpA,7.4
CA,FLORIN COUNTY WATER DISTRICT,119435P,PFOA,5.9
CA,FLORIN COUNTY WATER DISTRICT,119435P,PFHxA,5.0
CA,FLORIN COUNTY WATER DISTRICT,119435P,PFPeA,3.8
CA,FLORIN COUNTY WATER DISTRICT,123290R,Total PFAS,11.3
CA,FLORIN COUNTY WATER DISTRICT,123290R,PFHxA,4.4
CA,FLORIN COUNTY WATER DISTRICT,123290R,PFHpA,3.6
CA,FLORIN COUNTY WATER DISTRICT,123290R,PFPeA,3.3
CA,GLEN HELEN WATER SYSTEM,105604P,Total PFAS,15.7
CA,GLEN HELEN WATER SYSTEM,105604P,PFPeA,5.6
CA,GLEN HELEN WATER SYSTEM,105604P,PFHxA,3.5
CA,GLEN HELEN WATER SYSTEM,105604P,PFHxS,3.4
CA,GLEN HELEN WATER SYSTEM,105604P,PFBS,3.2
CA,GLEN HELEN WATER SYSTEM,105605P,Total PFAS,6.2
CA,GLEN HELEN WATER SYSTEM,105605P,PFHxS,6.2
CA,GLEN HELEN WATER SYSTEM,105607P,Total PFAS,3.7
CA,GLEN HELEN WATER SYSTEM,105607P,PFHxS,3.7
CA,GLEN HELEN WATER SYSTEM,105608P,Total PFAS,8.0
CA,GLEN HELEN WATER SYSTEM,105608P,PFHxS,4.5
CA,GLEN HELEN WATER SYSTEM,105608P,PFHxA,3.5
CA,GLEN HELEN WATER SYSTEM,108395R,Total PFAS,5.6
CA,GLEN HELEN WATER SYSTEM,108395R,PFHxS,5.6
CA,"GLENDALE-CITY, WATER DEPT.",380-116097-1,Total PFAS,70.6
CA,"GLENDALE-CITY, WATER DEPT.",380-116097-1,PFBS,12.0
CA,"GLENDALE-CITY, WATER DEPT.",380-116097-1,PFPeA,11.6
CA,"GLENDALE-CITY, WATER DEPT.",380-116097-1,PFHxA,11.5
CA,"GLENDALE-CITY, WATER DEPT.",380-116097-1,PFOS,10.4
CA,"GLENDALE-CITY, WATER DEPT.",380-116097-1,PFOA,8.7
CA,"GLENDALE-CITY, WATER DEPT.",380-116097-1,PFBA,7.1
CA,"GLENDALE-CITY, WATER DEPT.",380-116097-1,PFHxS,5.1
CA,"GLENDALE-CITY, WATER DEPT.",380-116097-1,PFHpA,4.2
CA,"GLENDALE-CITY, WATER DEPT.",380-116971-1,Total PFAS,70.6
CA,"GLENDALE-CITY, WATER DEPT.",380-116971-1,PFPeA,12.2
CA,"GLENDALE-CITY, WATER DEPT.",380-116971-1,PFHxA,11.5
CA,"GLENDALE-CITY, WATER DEPT.",380-116971-1,PFOA,11.0
CA,"GLENDALE-CITY, WATER DEPT.",380-116971-1,PFBS,10.2
CA,"GLENDALE-CITY, WATER DEPT.",380-116971-1,PFOS,9.0
CA,"GLENDALE-CITY, WATER DEPT.",380-116971-1,PFBA,6.8
CA,"GLENDALE-CITY, WATER DEPT.",380-116971-1,PFHpA,5.2
CA,"GLENDALE-CITY, WATER DEPT.",380-116971-1,PFHxS,4.7
CA,"GLENDALE-CITY, WATER DEPT.",380-116975-1,Total PFAS,84.9
CA,"GLENDALE-CITY, WATER DEPT.",380-116975-1,PFBS,16.8
CA,"GLENDALE-CITY, WATER DEPT.",380-116975-1,PFOS,14.7
CA,"GLENDALE-CITY, WATER DEPT.",380-116975-1,PFOA,13.6
CA,"GLENDALE-CITY, WATER DEPT.",380-116975-1,PFPeA,10.6
CA,"GLENDALE-CITY, WATER DEPT.",380-116975-1,PFBA,10.5
CA,"GLENDALE-CITY, WATER DEPT.",380-116975-1,PFHxA,9.3
CA,"GLENDALE-CITY, WATER DEPT.",380-116975-1,PFHpA,4.9
CA,"GLENDALE-CITY, WATER DEPT.",380-116975-1,PFHxS,4.5
CA,GOLDEN HILLS CSD,117634P,Total PFAS,29.7
CA,GOLDEN HILLS CSD,117634P,PFOA,8.2
CA,GOLDEN HILLS CSD,117634P,PFPeA,7.2
CA,GOLDEN HILLS CSD,117634P,PFHxA,6.8
CA,GOLDEN HILLS CSD,117634P,PFBS,3.9
CA,GOLDEN HILLS CSD,117634P,PFHxS,3.6
CA,GOLDEN HILLS CSD,120296R,Total PFAS,32.0
CA,GOLDEN HILLS CSD,120296R,PFOA,10.3
CA,GOLDEN HILLS CSD,120296R,PFOS,5.7
CA,GOLDEN HILLS CSD,120296R,PFPeA,5.3
CA,GOLDEN HILLS CSD,120296R,PFHxA,4.3
CA,GOLDEN HILLS CSD,120296R,PFBS,3.3
CA,GOLDEN HILLS CSD,120296R,PFHxS,3.1
CA,GOLDEN STATE WATER CO - BARSTOW,380-64729-1,Total PFAS,4.4
CA,GOLDEN STATE WATER CO - BARSTOW,380-64729-1,PFHxS,4.4
CA,GOLDEN STATE WATER CO - BARSTOW,380-64729-4,Total PFAS,21.0
CA,GOLDEN STATE WATER CO - BARSTOW,380-64729-4,PFOA,5.7
CA,GOLDEN STATE WATER CO - BARSTOW,380-64729-4,PFHxA,5.4
CA,GOLDEN STATE WATER CO - BARSTOW,380-64729-4,PFHxS,5.0
CA,GOLDEN STATE WATER CO - BARSTOW,380-64729-4,PFPeA,4.9
CA,GOLDEN STATE WATER CO - BARSTOW,91803,Total PFAS,4.6
CA,GOLDEN STATE WATER CO - BARSTOW,91803,PFHxS,4.6
CA,GOLDEN STATE WATER CO - BARSTOW,91805,Total PFAS,3.3
CA,GOLDEN STATE WATER CO - BARSTOW,91805,PFHxS,3.3
CA,GOLDEN STATE WATER CO - WRIGHTWOOD,116086R,Total PFAS,7.9
CA,GOLDEN STATE WATER CO - WRIGHTWOOD,116086R,PFBS,7.9
CA,GOLDEN STATE WATER CO - WRIGHTWOOD,119440P,Total PFAS,5.5
CA,GOLDEN STATE WATER CO - WRIGHTWOOD,119440P,PFBS,5.5
CA,GOLDEN STATE WATER COMPANY - LOS OSOS,101494P,Total PFAS,16.3
CA,GOLDEN STATE WATER COMPANY - LOS OSOS,101494P,PFHxS,8.8
CA,GOLDEN STATE WATER COMPANY - LOS OSOS,101494P,PFHxA,4.3
CA,GOLDEN STATE WATER COMPANY - LOS OSOS,101494P,PFBS,3.2
CA,GOLDEN STATE WATER COMPANY - LOS OSOS,103618R,Total PFAS,3.4
CA,GOLDEN STATE WATER COMPANY - LOS OSOS,103618R,PFPeA,3.4
CA,GOLDEN STATE WATER COMPANY - LOS OSOS,110549R,Total PFAS,6.4
CA,GOLDEN STATE WATER COMPANY - LOS OSOS,110549R,PFPeA,3.3
CA,GOLDEN STATE WATER COMPANY - LOS OSOS,110549R,PFHxA,3.1
CA,GOLDEN STATE WATER COMPANY - LOS OSOS,110552R,Total PFAS,12.1
CA,GOLDEN STATE WATER COMPANY - LOS OSOS,110552R,PFHxS,8.1
CA,GOLDEN STATE WATER COMPANY - LOS OSOS,110552R,PFHxA,4.0
CA,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,24007745-02,Total PFAS,31.5
CA,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,24007745-02,PFPeA,8.3
CA,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,24007745-02,PFHxA,7.7
CA,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,24007745-02,PFOA,6.0
CA,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,24007745-02,PFOS,5.7
CA,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,24007745-02,PFBS,3.8
CA,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,24007749-02,Total PFAS,15.7
CA,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,24007749-02,PFPeA,9.3
CA,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,24007749-02,PFBA,6.4
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010828-02,Total PFAS,12.1
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010828-02,PFOS,6.7
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010828-02,PFHxS,5.4
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010830-02,Total PFAS,34.6
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010830-02,PFOS,14.0
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010830-02,PFHxS,7.5
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010830-02,PFOA,6.8
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010830-02,PFPeA,3.2
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010830-02,PFHxA,3.1
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010832-02,Total PFAS,8.1
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010832-02,PFOS,4.3
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010832-02,PFHxS,3.8
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010834-02,Total PFAS,8.3
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010834-02,PFOS,4.2
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010834-02,PFHxS,4.1
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010836-02,Total PFAS,35.1
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010836-02,PFOS,16.0
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010836-02,PFHxS,9.2
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010836-02,PFOA,6.9
CA,GOLDEN STATE WC - WEST ORANGE COUNTY,24010836-02,PFHxA,3.0
CA,GSWC - ARTESIA,1910004826,Total PFAS,11.0
CA,GSWC - ARTESIA,1910004826,PFOS,11.0
CA,3A20053-01RE1,1910004826,PFOS,11.0
CA,3A20053-01RE1,1910004826,PFHxS,3.3
CA,3E05010-01RE1,1910004826,PFOS,9.9
CA,3E05010-01RE1,CA1910004,Total PFAS,16.4
CA,3E05010-01RE1,CA1910004,PFOS,13.0
CA,3E05010-01RE1,CA1910004,PFHxS,3.4
CA,GSWC - CLAREMONT,380-63376-2,Total PFAS,3.1
CA,GSWC - CLAREMONT,380-63376-2,PFPeA,3.1
CA,GSWC - CLAREMONT,380-64632-1,Total PFAS,36.2
CA,GSWC - CLAREMONT,380-64632-1,PFOA,12.9
CA,GSWC - CLAREMONT,380-64632-1,PFOS,10.4
CA,GSWC - CLAREMONT,380-64632-1,PFHxA,5.6
CA,GSWC - CLAREMONT,380-64632-1,PFPeA,4.3
CA,GSWC - CLAREMONT,380-64632-1,PFHpA,3.0
CA,GSWC - CLAREMONT,380-64632-2,Total PFAS,3.3
CA,GSWC - CLAREMONT,380-64632-2,PFHxA,3.3
CA,GSWC - CLAREMONT,380-74068-1,Total PFAS,35.7
CA,GSWC - CLAREMONT,380-74068-1,PFOA,9.3
CA,GSWC - CLAREMONT,380-74068-1,PFHxA,7.6
CA,GSWC - CLAREMONT,380-74068-1,PFPeA,5.8
CA,GSWC - CLAREMONT,380-74068-1,PFBS,5.1
CA,GSWC - CLAREMONT,380-74068-1,PFHpA,4.2
CA,GSWC - CLAREMONT,380-74068-1,PFHxS,3.7
CA,GSWC - CLAREMONT,380-74411-1,Total PFAS,37.7
CA,GSWC - CLAREMONT,380-74411-1,PFOA,9.6
CA,GSWC - CLAREMONT,380-74411-1,PFHxA,8.4
CA,GSWC - CLAREMONT,380-74411-1,PFPeA,6.4
CA,GSWC - CLAREMONT,380-74411-1,PFBS,5.0
CA,GSWC - CLAREMONT,380-74411-1,PFHpA,4.6
CA,GSWC - CLAREMONT,380-74411-1,PFHxS,3.7
CA,GSWC - CLAREMONT,380-87827-1,Total PFAS,26.1
CA,GSWC - CLAREMONT,380-87827-1,PFOA,6.1
CA,GSWC - CLAREMONT,380-87827-1,PFHxA,5.5
CA,GSWC - CLAREMONT,380-87827-1,PFPeA,4.4
CA,GSWC - CLAREMONT,380-87827-1,PFBS,3.9
CA,GSWC - CLAREMONT,380-87827-1,PFHxS,3.2
CA,GSWC - CLAREMONT,380-87827-1,PFHpA,3.0
CA,GSWC - CLAREMONT,380-88646-4,Total PFAS,7.6
CA,GSWC - CLAREMONT,380-88646-4,PFHxA,3.9
CA,GSWC - CLAREMONT,380-88646-4,PFPeA,3.7
CA,GSWC - CLAREMONT,380-88646-6,Total PFAS,10.0
CA,GSWC - CLAREMONT,380-88646-6,PFHxA,3.6
CA,GSWC - CLAREMONT,380-88646-6,PFBS,3.3
CA,GSWC - CLAREMONT,380-88646-6,PFPeA,3.1
CA,GSWC - CLAREMONT,380-98350-1,Total PFAS,14.5
CA,GSWC - CLAREMONT,380-98350-1,PFOA,4.4
CA,GSWC - CLAREMONT,380-98350-1,PFHxA,4.0
CA,GSWC - CLAREMONT,380-98350-1,PFPeA,3.1
CA,GSWC - CLAREMONT,380-98350-1,PFBS,3.0
CA,3J31091-01,380-98350-1,PFPeA,15.0
CA,3J31091-01,380-98350-1,PFHxA,13.0
CA,3J31091-01,380-98350-1,PFBA,7.1
CA,4A08110-01,380-98350-1,PFBA,6.4
CA,4C13161-01,380-98350-1,PFPeA,15.0
CA,4C13161-01,380-98350-1,PFHxA,13.0
CA,4C13161-01,380-98350-1,PFBA,7.3
CA,4C13161-01,CA1910098,Total PFAS,6.5
CA,4C13161-01,CA1910098,PFBA,6.5
CA,3L20056-01RE1,CA1910098,PFOS,22.0
CA,3L20056-01RE1,CA1910098,PFHxS,6.3
CA,3L20056-01RE1,CA1910098,PFOA,5.5
CA,3L20056-03,CA1910098,PFOS,20.0
CA,3L20056-03,CA1910098,PFHxS,6.7
CA,3L20056-03,CA1910098,PFOA,4.5
CA,3L20058-01RE1,CA1910098,PFOS,7.2
CA,3L20058-01RE1,CA1910098,PFHxS,3.3
CA,4B29005-05,CA1910098,PFOS,7.1
CA,4B29005-05,CA1910098,PFHxS,3.2
CA,4F04008-03,CA1910098,PFOS,20.0
CA,4F04008-03,CA1910098,PFHxS,7.0
CA,4F04008-03,CA1910098,PFOA,5.4
CA,4G09037-01,CA1910098,PFOS,16.0
CA,4G09037-01,CA1910098,PFHxS,6.2
CA,4G09037-01,CA1910098,PFOA,5.2
CA,4C25027-03,CA1910098,PFBA,5.6
CA,GUADALUPE VALLEY MID,110896P,Total PFAS,33.9
CA,GUADALUPE VALLEY MID,110896P,PFOA,9.6
CA,GUADALUPE VALLEY MID,110896P,PFOS,8.3
CA,GUADALUPE VALLEY MID,110896P,PFHpA,4.3
CA,GUADALUPE VALLEY MID,110896P,PFHxA,4.2
CA,GUADALUPE VALLEY MID,110896P,PFPeA,4.1
CA,GUADALUPE VALLEY MID,110896P,PFHxS,3.4
CA,"HEALDSBURG, CITY OF",2405H34-002B,Total PFAS,12.3
CA,"HEALDSBURG, CITY OF",2405H34-002B,PFBS,4.7
CA,"HEALDSBURG, CITY OF",2405H34-002B,PFHxS,4.5
CA,PFDoA,2407L54-001B,Total PFAS,7.7
CA,PFDoA,2407L54-001B,PFBS,3.9
CA,PFDoA,2407L54-001B,PFHxS,3.8
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100111P,Total PFAS,39.8
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100111P,PFOS,11.0
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100111P,PFHxS,8.9
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100111P,PFOA,6.1
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100111P,PFPeA,5.0
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100111P,PFHxA,4.7
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100111P,PFBS,4.1
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100112P,Total PFAS,59.2
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100112P,PFOS,18.0
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100112P,PFHxS,11.0
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100112P,PFOA,8.9
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100112P,PFBA,6.4
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100112P,PFBS,5.9
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100112P,PFPeA,4.9
CA,HELENDALE COMMUNITY SERVICE DISTRICT,100112P,PFHxA,4.1
CA,HELENDALE COMMUNITY SERVICE DISTRICT,105612P,Total PFAS,57.1
CA,HELENDALE COMMUNITY SERVICE DISTRICT,105612P,PFOS,13.4
CA,HELENDALE COMMUNITY SERVICE DISTRICT,105612P,PFHxS,10.2
CA,HELENDALE COMMUNITY SERVICE DISTRICT,105612P,PFOA,9.2
CA,HELENDALE COMMUNITY SERVICE DISTRICT,105612P,PFPeA,6.7
CA,HELENDALE COMMUNITY SERVICE DISTRICT,105612P,PFHxA,6.4
CA,HELENDALE COMMUNITY SERVICE DISTRICT,105612P,PFBA,5.9
CA,HELENDALE COMMUNITY SERVICE DISTRICT,105612P,PFBS,5.3
CA,HELENDALE COMMUNITY SERVICE DISTRICT,108513R,Total PFAS,75.8
CA,HELENDALE COMMUNITY SERVICE DISTRICT,108513R,PFOS,23.0
CA,HELENDALE COMMUNITY SERVICE DISTRICT,108513R,PFHxS,14.6
CA,HELENDALE COMMUNITY SERVICE DISTRICT,108513R,PFOA,13.0
CA,HELENDALE COMMUNITY SERVICE DISTRICT,108513R,PFBA,8.2
CA,HELENDALE COMMUNITY SERVICE DISTRICT,108513R,PFBS,6.0
CA,HELENDALE COMMUNITY SERVICE DISTRICT,108513R,PFPeA,6.0
CA,HELENDALE COMMUNITY SERVICE DISTRICT,108513R,PFHxA,5.0
CA,HESPERIA WD,380-55584-1,Total PFAS,50.3
CA,HESPERIA WD,380-55584-1,6:2 FTS,50.3
CA,HESPERIA WD,380-61166-2,Total PFAS,44.5
CA,HESPERIA WD,380-61166-2,PFOS,11.1
CA,HESPERIA WD,380-61166-2,PFHxS,10.5
CA,HESPERIA WD,380-61166-2,PFOA,10.2
CA,HESPERIA WD,380-61166-2,PFHxA,5.4
CA,HESPERIA WD,380-61166-2,PFPeA,4.2
CA,HESPERIA WD,380-61166-2,PFHpA,3.1
CA,HESPERIA WD,380-80093-2,Total PFAS,7.7
CA,HESPERIA WD,380-80093-2,PFOS,4.2
